Country,Coffee type,Year,Production,Continent,Year_clean
Nigeria,Robusta,2006/07,3060000.0,Africa,2006
Panama,Arabica,2006/07,10380000.0,Central America,2006
Sierra Leone,Robusta,2006/07,1860000.0,Africa,2006
Sri Lanka,Robusta/Arabica,2006/07,1980000.0,Asia,2006
Thailand,Robusta/Arabica,2006/07,49320000.0,Asia,2006
Togo,Robusta,2006/07,8040000.0,Africa,2006
Trinidad and Tobago,Robusta,2006/07,720000.0,Central America,2006
Uganda,Robusta/Arabica,2006/07,173640000.0,Africa,2006
Venezuela,Arabica,2006/07,94260000.0,South America,2006
Vietnam,Robusta/Arabica,2006/07,1160400000.0,Asia,2006
Yemen,Arabica,2006/07,12420000.0,Asia,2006
Angola,Robusta/Arabica,2007/08,2160000.0,Africa,2007
Bolivia,Arabica,2007/08,6960000.0,South America,2007
Brazil,Arabica/Robusta,2007/08,2334660000.0,South America,2007
Burundi,Arabica/Robusta,2007/08,7980000.0,Africa,2007
Ecuador,Arabica/Robusta,2007/08,57000000.0,South America,2007
Indonesia,Robusta/Arabica,2007/08,466620000.0,Asia,2007
Madagascar,Robusta,2007/08,36840000.0,Africa,2007
Malawi,Arabica,2007/08,1140000.0,Africa,2007
Papua New Guinea,Arabica/Robusta,2007/08,58080000.0,Oceania,2007
Paraguay,Arabica,2007/08,2340000.0,South America,2007
Peru,Arabica,2007/08,183780000.0,South America,2007
Rwanda,Arabica,2007/08,13440000.0,Africa,2007
East Timor,Arabica,2007/08,2160000.0,Asia,2007
Zimbabwe,Arabica,2007/08,1860000.0,Africa,2007
Congo,Robusta,2007/08,180000.0,Africa,2007
Cuba,Arabica,2007/08,6600000.0,Central America,2007
Dominican Republic,Arabica/Robusta,2007/08,27900000.0,Central America,2007
Haiti,Arabica,2007/08,21540000.0,Central America,2007
Philippines,Robusta/Arabica,2007/08,26760000.0,Asia,2007
Tanzania,Arabica/Robusta,2007/08,48600000.0,Africa,2007
Zambia,Arabica,2007/08,3660000.0,Africa,2007
Cameroon,Robusta/Arabica,2007/08,47700000.0,Africa,2007
Central African Republic,Robusta,2007/08,2580000.0,Africa,2007
Colombia,Arabica,2007/08,750900000.0,South America,2007
Costa Rica,Arabica,2007/08,107820000.0,Central America,2007
Ivory Coast,Robusta,2007/08,80280000.0,Africa,2007
Congo,Robusta/Arabica,2007/08,24960000.0,Africa,2007
El Salvador,Arabica,2007/08,90300000.0,Central America,2007
Equatorial Guinea,Robusta,2007/08,0.0,Africa,2007
Ethiopia,Arabica,2007/08,358020000.0,Africa,2007
Gabon,Robusta,2007/08,60000.0,Africa,2007
Ghana,Robusta,2007/08,2100000.0,Africa,2007
Guatemala,Arabica/Robusta,2007/08,246000000.0,Central America,2007
Guinea,Robusta,2007/08,19380000.0,Africa,2007
Guyana,Robusta,2007/08,540000.0,South America,2007
Honduras,Arabica,2007/08,218400000.0,Central America,2007
India,Robusta/Arabica,2007/08,262020000.0,Asia,2007
Jamaica,Arabica,2007/08,1200000.0,Central America,2007
Kenya,Arabica,2007/08,39120000.0,Africa,2007
Laos,Robusta,2007/08,23580000.0,Asia,2007
Liberia,Robusta,2007/08,420000.0,Africa,2007
Mexico,Arabica/Robusta,2007/08,249000000.0,North America,2007
Nepal,Arabica,2007/08,60000.0,Asia,2007
Nicaragua,Arabica,2007/08,114360000.0,Central America,2007
Nigeria,Robusta,2007/08,2520000.0,Africa,2007
Panama,Arabica,2007/08,10560000.0,Central America,2007
Sierra Leone,Robusta,2007/08,2400000.0,Africa,2007
Sri Lanka,Robusta/Arabica,2007/08,1980000.0,Asia,2007
Thailand,Robusta/Arabica,2007/08,39000000.0,Asia,2007
Togo,Robusta,2007/08,7500000.0,Africa,2007
Trinidad and Tobago,Robusta,2007/08,720000.0,Central America,2007
Uganda,Robusta/Arabica,2007/08,209400000.0,Africa,2007
Venezuela,Arabica,2007/08,91200000.0,South America,2007
Vietnam,Robusta/Arabica,2007/08,984300000.0,Asia,2007
Yemen,Arabica,2007/08,11880000.0,Asia,2007
Angola,Robusta/Arabica,2008/09,2280000.0,Africa,2008
Bolivia,Arabica,2008/09,7200000.0,South America,2008
Brazil,Arabica/Robusta,2008/09,3089460000.0,South America,2008
Burundi,Arabica/Robusta,2008/09,24720000.0,Africa,2008
Ecuador,Arabica/Robusta,2008/09,46260000.0,South America,2008
Indonesia,Robusta/Arabica,2008/09,576720000.0,Asia,2008
Madagascar,Robusta,2008/09,43680000.0,Africa,2008
Malawi,Arabica,2008/09,1260000.0,Africa,2008
Papua New Guinea,Arabica/Robusta,2008/09,61680000.0,Oceania,2008
Paraguay,Arabica,2008/09,1200000.0,South America,2008
Peru,Arabica,2008/09,232320000.0,South America,2008
Rwanda,Arabica,2008/09,22140000.0,Africa,2008
East Timor,Arabica,2008/09,2880000.0,Asia,2008
Zimbabwe,Arabica,2008/09,1440000.0,Africa,2008
Congo,Robusta,2008/09,180000.0,Africa,2008
Cuba,Arabica,2008/09,7980000.0,Central America,2008
Dominican Republic,Arabica/Robusta,2008/09,38700000.0,Central America,2008
Haiti,Arabica,2008/09,21540000.0,Central America,2008
Philippines,Robusta/Arabica,2008/09,35220000.0,Asia,2008
Tanzania,Arabica/Robusta,2008/09,71160000.0,Africa,2008
Zambia,Arabica,2008/09,2100000.0,Africa,2008
Cameroon,Robusta/Arabica,2008/09,43500000.0,Africa,2008
Central African Republic,Robusta,2008/09,3600000.0,Africa,2008
Colombia,Arabica,2008/09,519840000.0,South America,2008
Costa Rica,Arabica,2008/09,90000000.0,Central America,2008
Ivory Coast,Robusta,2008/09,151560000.0,Africa,2008
Congo,Robusta/Arabica,2008/09,25320000.0,Africa,2008
El Salvador,Arabica,2008/09,87000000.0,Central America,2008
Equatorial Guinea,Robusta,2008/09,0.0,Africa,2008
Ethiopia,Arabica,2008/09,296940000.0,Africa,2008
Gabon,Robusta,2008/09,120000.0,Africa,2008
Ghana,Robusta,2008/09,1560000.0,Africa,2008
Guatemala,Arabica/Robusta,2008/09,227100000.0,Central America,2008
Guinea,Robusta,2008/09,30300000.0,Africa,2008
Guyana,Robusta,2008/09,600000.0,South America,2008
Honduras,Arabica,2008/09,207000000.0,Central America,2008
India,Robusta/Arabica,2008/09,244320000.0,Asia,2008
Jamaica,Arabica,2008/09,1920000.0,Central America,2008
Kenya,Arabica,2008/09,32460000.0,Africa,2008
Laos,Robusta,2008/09,24360000.0,Asia,2008
Liberia,Robusta,2008/09,720000.0,Africa,2008
Mexico,Arabica/Robusta,2008/09,279060000.0,North America,2008
Nepal,Arabica,2008/09,60000.0,Asia,2008
Nicaragua,Arabica,2008/09,86700000.0,Central America,2008
Nigeria,Robusta,2008/09,3000000.0,Africa,2008
Panama,Arabica,2008/09,8940000.0,Central America,2008
Sierra Leone,Robusta,2008/09,5160000.0,Africa,2008
Sri Lanka,Robusta/Arabica,2008/09,1860000.0,Asia,2008
Thailand,Robusta/Arabica,2008/09,40500000.0,Asia,2008
Togo,Robusta,2008/09,8280000.0,Africa,2008
Trinidad and Tobago,Robusta,2008/09,660000.0,Central America,2008
Uganda,Robusta/Arabica,2008/09,200100000.0,Africa,2008
Venezuela,Arabica,2008/09,55920000.0,South America,2008
Vietnam,Robusta/Arabica,2008/09,1106280000.0,Asia,2008
Yemen,Arabica,2008/09,13200000.0,Asia,2008
Angola,Robusta/Arabica,2009/10,780000.0,Africa,2009
Bolivia,Arabica,2009/10,7680000.0,South America,2009
Brazil,Arabica/Robusta,2009/10,2638620000.0,South America,2009
Burundi,Arabica/Robusta,2009/10,6720000.0,Africa,2009
Ecuador,Arabica/Robusta,2009/10,48780000.0,South America,2009
Indonesia,Robusta/Arabica,2009/10,682800000.0,Asia,2009
Madagascar,Robusta,2009/10,27420000.0,Africa,2009
Malawi,Arabica,2009/10,1020000.0,Africa,2009
Papua New Guinea,Arabica/Robusta,2009/10,62280000.0,Oceania,2009
Paraguay,Arabica,2009/10,1200000.0,South America,2009
Peru,Arabica,2009/10,197160000.0,South America,2009
Rwanda,Arabica,2009/10,15540000.0,Africa,2009
East Timor,Arabica,2009/10,2820000.0,Asia,2009
Zimbabwe,Arabica,2009/10,1260000.0,Africa,2009
Congo,Robusta,2009/10,180000.0,Africa,2009
Cuba,Arabica,2009/10,5520000.0,Central America,2009
Dominican Republic,Arabica/Robusta,2009/10,21120000.0,Central America,2009
Haiti,Arabica,2009/10,21060000.0,Central America,2009
Philippines,Robusta/Arabica,2009/10,43800000.0,Asia,2009
Tanzania,Arabica/Robusta,2009/10,40500000.0,Africa,2009
Zambia,Arabica,2009/10,1680000.0,Africa,2009
Cameroon,Robusta/Arabica,2009/10,54120000.0,Africa,2009
Central African Republic,Robusta,2009/10,6720000.0,Africa,2009
Colombia,Arabica,2009/10,485880000.0,South America,2009
Costa Rica,Arabica,2009/10,88620000.0,Central America,2009
Ivory Coast,Robusta,2009/10,119340000.0,Africa,2009
Congo,Robusta/Arabica,2009/10,20760000.0,Africa,2009
El Salvador,Arabica,2009/10,64500000.0,Central America,2009
Equatorial Guinea,Robusta,2009/10,0.0,Africa,2009
Ethiopia,Arabica,2009/10,409800000.0,Africa,2009
Gabon,Robusta,2009/10,0.0,Africa,2009
Ghana,Robusta,2009/10,1140000.0,Africa,2009
Guatemala,Arabica/Robusta,2009/10,230100000.0,Central America,2009
Guinea,Robusta,2009/10,29940000.0,Africa,2009
Guyana,Robusta,2009/10,540000.0,South America,2009
Honduras,Arabica,2009/10,216180000.0,Central America,2009
India,Robusta/Arabica,2009/10,289620000.0,Asia,2009
Jamaica,Arabica,2009/10,1500000.0,Central America,2009
Kenya,Arabica,2009/10,37800000.0,Africa,2009
Laos,Robusta,2009/10,26040000.0,Asia,2009
Liberia,Robusta,2009/10,780000.0,Africa,2009
Mexico,Arabica/Robusta,2009/10,246540000.0,North America,2009
Nepal,Arabica,2009/10,60000.0,Asia,2009
Nicaragua,Arabica,2009/10,112260000.0,Central America,2009
Nigeria,Robusta,2009/10,2040000.0,Africa,2009
Panama,Arabica,2009/10,8280000.0,Central America,2009
Sierra Leone,Robusta,2009/10,5460000.0,Africa,2009
Sri Lanka,Robusta/Arabica,2009/10,1920000.0,Asia,2009
Thailand,Robusta/Arabica,2009/10,47700000.0,Asia,2009
Togo,Robusta,2009/10,12120000.0,Africa,2009
Trinidad and Tobago,Robusta,2009/10,660000.0,Central America,2009
Uganda,Robusta/Arabica,2009/10,173640000.0,Africa,2009
Venezuela,Arabica,2009/10,72840000.0,South America,2009
Vietnam,Robusta/Arabica,2009/10,1069500000.0,Asia,2009
Yemen,Arabica,2009/10,8100000.0,Asia,2009
Angola,Robusta/Arabica,2010/11,2100000.0,Africa,2010
Bolivia,Arabica,2010/11,7020000.0,South America,2010
Brazil,Arabica/Robusta,2010/11,3325680000.0,South America,2010
Burundi,Arabica/Robusta,2010/11,21180000.0,Africa,2010
Ecuador,Arabica/Robusta,2010/11,51240000.0,South America,2010
Indonesia,Robusta/Arabica,2010/11,547740000.0,Asia,2010
Madagascar,Robusta,2010/11,31800000.0,Africa,2010
Malawi,Arabica,2010/11,1020000.0,Africa,2010
Papua New Guinea,Arabica/Robusta,2010/11,52020000.0,Oceania,2010
Paraguay,Arabica,2010/11,1200000.0,South America,2010
Peru,Arabica,2010/11,244140000.0,South America,2010
Rwanda,Arabica,2010/11,19380000.0,Africa,2010
East Timor,Arabica,2010/11,3600000.0,Asia,2010
Zimbabwe,Arabica,2010/11,600000.0,Africa,2010
Congo,Robusta,2010/11,180000.0,Africa,2010
Cuba,Arabica,2010/11,6480000.0,Central America,2010
Dominican Republic,Arabica/Robusta,2010/11,22680000.0,Central America,2010
Haiti,Arabica,2010/11,21000000.0,Central America,2010
Philippines,Robusta/Arabica,2010/11,11340000.0,Asia,2010
Tanzania,Arabica/Robusta,2010/11,50760000.0,Africa,2010
Zambia,Arabica,2010/11,780000.0,Africa,2010
Cameroon,Robusta/Arabica,2010/11,31620000.0,Africa,2010
Central African Republic,Robusta,2010/11,4680000.0,Africa,2010
Colombia,Arabica,2010/11,511380000.0,South America,2010
Costa Rica,Arabica,2010/11,96840000.0,Central America,2010
Ivory Coast,Robusta,2010/11,50220000.0,Africa,2010
Congo,Robusta/Arabica,2010/11,18300000.0,Africa,2010
El Salvador,Arabica,2010/11,112380000.0,Central America,2010
Equatorial Guinea,Robusta,2010/11,0.0,Africa,2010
Ethiopia,Arabica,2010/11,333600000.0,Africa,2010
Gabon,Robusta,2010/11,120000.0,Africa,2010
Ghana,Robusta,2010/11,4140000.0,Africa,2010
Guatemala,Arabica/Robusta,2010/11,237000000.0,Central America,2010
Guinea,Robusta,2010/11,23160000.0,Africa,2010
Guyana,Robusta,2010/11,540000.0,South America,2010
Honduras,Arabica,2010/11,259860000.0,Central America,2010
India,Robusta/Arabica,2010/11,336000000.0,Asia,2010
Jamaica,Arabica,2010/11,1260000.0,Central America,2010
Kenya,Arabica,2010/11,38460000.0,Africa,2010
Laos,Robusta,2010/11,32640000.0,Asia,2010
Liberia,Robusta,2010/11,600000.0,Africa,2010
Mexico,Arabica/Robusta,2010/11,240060000.0,North America,2010
Nepal,Arabica,2010/11,180000.0,Asia,2010
Nicaragua,Arabica,2010/11,98280000.0,Central America,2010
Nigeria,Robusta,2010/11,2520000.0,Africa,2010
Panama,Arabica,2010/11,6840000.0,Central America,2010
Sierra Leone,Robusta,2010/11,1980000.0,Africa,2010
Sri Lanka,Robusta/Arabica,2010/11,2220000.0,Asia,2010
Thailand,Robusta/Arabica,2010/11,49680000.0,Asia,2010
Togo,Robusta,2010/11,9600000.0,Africa,2010
Trinidad and Tobago,Robusta,2010/11,600000.0,Central America,2010
Uganda,Robusta/Arabica,2010/11,196020000.0,Africa,2010
Venezuela,Arabica,2010/11,72120000.0,South America,2010
Vietnam,Robusta/Arabica,2010/11,1200000000.0,Asia,2010
Yemen,Arabica,2010/11,9660000.0,Asia,2010
Angola,Robusta/Arabica,2011/12,1740000.0,Africa,2011
Bolivia,Arabica,2011/12,7920000.0,South America,2011
Brazil,Arabica/Robusta,2011/12,2915520000.0,South America,2011
Burundi,Arabica/Robusta,2011/12,12240000.0,Africa,2011
Ecuador,Arabica/Robusta,2011/12,49500000.0,South America,2011
Indonesia,Robusta/Arabica,2011/12,413340000.0,Asia,2011
Madagascar,Robusta,2011/12,35100000.0,Africa,2011
Malawi,Arabica,2011/12,1560000.0,Africa,2011
Papua New Guinea,Arabica/Robusta,2011/12,84840000.0,Oceania,2011
Paraguay,Arabica,2011/12,1200000.0,South America,2011
Peru,Arabica,2011/12,322380000.0,South America,2011
Rwanda,Arabica,2011/12,15060000.0,Africa,2011
East Timor,Arabica,2011/12,2820000.0,Asia,2011
Zimbabwe,Arabica,2011/12,540000.0,Africa,2011
Congo,Robusta,2011/12,180000.0,Africa,2011
Cuba,Arabica,2011/12,6000000.0,Central America,2011
Dominican Republic,Arabica/Robusta,2011/12,29460000.0,Central America,2011
Haiti,Arabica,2011/12,20940000.0,Central America,2011
Philippines,Robusta/Arabica,2011/12,10800000.0,Asia,2011
Tanzania,Arabica/Robusta,2011/12,38460000.0,Africa,2011
Zambia,Arabica,2011/12,660000.0,Africa,2011
Cameroon,Robusta/Arabica,2011/12,40140000.0,Africa,2011
Central African Republic,Robusta,2011/12,5460000.0,Africa,2011
Colombia,Arabica,2011/12,459180000.0,South America,2011
Costa Rica,Arabica,2011/12,109860000.0,Central America,2011
Ivory Coast,Robusta,2011/12,132960000.0,Africa,2011
Congo,Robusta/Arabica,2011/12,21420000.0,Africa,2011
El Salvador,Arabica,2011/12,69840000.0,Central America,2011
Equatorial Guinea,Robusta,2011/12,0.0,Africa,2011
Ethiopia,Arabica,2011/12,339000000.0,Africa,2011
Gabon,Robusta,2011/12,60000.0,Africa,2011
Ghana,Robusta,2011/12,1800000.0,Africa,2011
Guatemala,Arabica/Robusta,2011/12,231000000.0,Central America,2011
Guinea,Robusta,2011/12,23160000.0,Africa,2011
Guyana,Robusta,2011/12,600000.0,South America,2011
Honduras,Arabica,2011/12,352920000.0,Central America,2011
India,Robusta/Arabica,2011/12,320040000.0,Asia,2011
Jamaica,Arabica,2011/12,1440000.0,Central America,2011
Kenya,Arabica,2011/12,45420000.0,Africa,2011
Laos,Robusta,2011/12,30840000.0,Asia,2011
Liberia,Robusta,2011/12,600000.0,Africa,2011
Mexico,Arabica/Robusta,2011/12,273660000.0,North America,2011
Nepal,Arabica,2011/12,120000.0,Asia,2011
Nicaragua,Arabica,2011/12,131580000.0,Central America,2011
Nigeria,Robusta,2011/12,2820000.0,Africa,2011
Panama,Arabica,2011/12,6360000.0,Central America,2011
Sierra Leone,Robusta,2011/12,4680000.0,Africa,2011
Sri Lanka,Robusta/Arabica,2011/12,2160000.0,Asia,2011
Thailand,Robusta/Arabica,2011/12,49860000.0,Asia,2011
Togo,Robusta,2011/12,9600000.0,Africa,2011
Trinidad and Tobago,Robusta,2011/12,660000.0,Central America,2011
Uganda,Robusta/Arabica,2011/12,186900000.0,Africa,2011
Venezuela,Arabica,2011/12,54120000.0,South America,2011
Vietnam,Robusta/Arabica,2011/12,1590000000.0,Asia,2011
Yemen,Arabica,2011/12,11100000.0,Asia,2011
Angola,Robusta/Arabica,2012/13,1980000.0,Africa,2012
Bolivia,Arabica,2012/13,6300000.0,South America,2012
Brazil,Arabica/Robusta,2012/13,3325080000.0,South America,2012
Burundi,Arabica/Robusta,2012/13,24360000.0,Africa,2012
Ecuador,Arabica/Robusta,2012/13,49680000.0,South America,2012
Indonesia,Robusta/Arabica,2012/13,784200000.0,Asia,2012
Madagascar,Robusta,2012/13,30000000.0,Africa,2012
Malawi,Arabica,2012/13,1380000.0,Africa,2012
Papua New Guinea,Arabica/Robusta,2012/13,42960000.0,Oceania,2012
Paraguay,Arabica,2012/13,1200000.0,South America,2012
Peru,Arabica,2012/13,267000000.0,South America,2012
Rwanda,Arabica,2012/13,15540000.0,Africa,2012
East Timor,Arabica,2012/13,3660000.0,Asia,2012
Zimbabwe,Arabica,2012/13,420000.0,Africa,2012
Congo,Robusta,2012/13,180000.0,Africa,2012
Cuba,Arabica,2012/13,5280000.0,Central America,2012
Dominican Republic,Arabica/Robusta,2012/13,29280000.0,Central America,2012
Haiti,Arabica,2012/13,21000000.0,Central America,2012
Philippines,Robusta/Arabica,2012/13,10620000.0,Asia,2012
Tanzania,Arabica/Robusta,2012/13,69060000.0,Africa,2012
Zambia,Arabica,2012/13,300000.0,Africa,2012
Cameroon,Robusta/Arabica,2012/13,22260000.0,Africa,2012
Central African Republic,Robusta,2012/13,1380000.0,Africa,2012
Colombia,Arabica,2012/13,595620000.0,South America,2012
Costa Rica,Arabica,2012/13,109380000.0,Central America,2012
Ivory Coast,Robusta,2012/13,119640000.0,Africa,2012
Congo,Robusta/Arabica,2012/13,20040000.0,Africa,2012
El Salvador,Arabica,2012/13,74400000.0,Central America,2012
Equatorial Guinea,Robusta,2012/13,0.0,Africa,2012
Ethiopia,Arabica,2012/13,367920000.0,Africa,2012
Gabon,Robusta,2012/13,60000.0,Africa,2012
Ghana,Robusta,2012/13,1260000.0,Africa,2012
Guatemala,Arabica/Robusta,2012/13,225780000.0,Central America,2012
Guinea,Robusta,2012/13,14040000.0,Africa,2012
Guyana,Robusta,2012/13,600000.0,South America,2012
Honduras,Arabica,2012/13,281160000.0,Central America,2012
India,Robusta/Arabica,2012/13,324180000.0,Asia,2012
Jamaica,Arabica,2012/13,1440000.0,Central America,2012
Kenya,Arabica,2012/13,52500000.0,Africa,2012
Laos,Robusta,2012/13,32460000.0,Asia,2012
Liberia,Robusta,2012/13,600000.0,Africa,2012
Mexico,Arabica/Robusta,2012/13,259620000.0,North America,2012
Nepal,Arabica,2012/13,60000.0,Asia,2012
Nicaragua,Arabica,2012/13,112380000.0,Central America,2012
Nigeria,Robusta,2012/13,2460000.0,Africa,2012
Panama,Arabica,2012/13,6960000.0,Central America,2012
Sierra Leone,Robusta,2012/13,3660000.0,Africa,2012
Sri Lanka,Robusta/Arabica,2012/13,2100000.0,Asia,2012
Thailand,Robusta/Arabica,2012/13,36480000.0,Asia,2012
Togo,Robusta,2012/13,5040000.0,Africa,2012
Trinidad and Tobago,Robusta,2012/13,720000.0,Central America,2012
Uganda,Robusta/Arabica,2012/13,234840000.0,Africa,2012
Venezuela,Arabica,2012/13,57120000.0,South America,2012
Vietnam,Robusta/Arabica,2012/13,1404120000.0,Asia,2012
Yemen,Arabica,2012/13,11280000.0,Asia,2012
Angola,Robusta/Arabica,2013/14,2100000.0,Africa,2013
Bolivia,Arabica,2013/14,7200000.0,South America,2013
Brazil,Arabica/Robusta,2013/14,3281340000.0,South America,2013
Burundi,Arabica/Robusta,2013/14,9780000.0,Africa,2013
Ecuador,Arabica/Robusta,2013/14,39960000.0,South America,2013
Indonesia,Robusta/Arabica,2013/14,774060000.0,Asia,2013
Madagascar,Robusta,2013/14,35040000.0,Africa,2013
Malawi,Arabica,2013/14,1680000.0,Africa,2013
Papua New Guinea,Arabica/Robusta,2013/14,50100000.0,Oceania,2013
Paraguay,Arabica,2013/14,1200000.0,South America,2013
Peru,Arabica,2013/14,246360000.0,South America,2013
Rwanda,Arabica,2013/14,15480000.0,Africa,2013
East Timor,Arabica,2013/14,4800000.0,Asia,2013
Zimbabwe,Arabica,2013/14,540000.0,Africa,2013
Congo,Robusta,2013/14,180000.0,Africa,2013
Cuba,Arabica,2013/14,6420000.0,Central America,2013
Dominican Republic,Arabica/Robusta,2013/14,25500000.0,Central America,2013
Haiti,Arabica,2013/14,20700000.0,Central America,2013
Philippines,Robusta/Arabica,2013/14,11160000.0,Asia,2013
Tanzania,Arabica/Robusta,2013/14,48660000.0,Africa,2013
Zambia,Arabica,2013/14,660000.0,Africa,2013
Cameroon,Robusta/Arabica,2013/14,24240000.0,Africa,2013
Central African Republic,Robusta,2013/14,5400000.0,Africa,2013
Colombia,Arabica,2013/14,727440000.0,South America,2013
Costa Rica,Arabica,2013/14,93120000.0,Central America,2013
Ivory Coast,Robusta,2013/14,155880000.0,Africa,2013
Congo,Robusta/Arabica,2013/14,20820000.0,Africa,2013
El Salvador,Arabica,2013/14,30900000.0,Central America,2013
Equatorial Guinea,Robusta,2013/14,0.0,Africa,2013
Ethiopia,Arabica,2013/14,374520000.0,Africa,2013
Gabon,Robusta,2013/14,0.0,Africa,2013
Ghana,Robusta,2013/14,1500000.0,Africa,2013
Guatemala,Arabica/Robusta,2013/14,191340000.0,Central America,2013
Guinea,Robusta,2013/14,6060000.0,Africa,2013
Guyana,Robusta,2013/14,780000.0,South America,2013
Honduras,Arabica,2013/14,274980000.0,Central America,2013
India,Robusta/Arabica,2013/14,304500000.0,Asia,2013
Jamaica,Arabica,2013/14,1200000.0,Central America,2013
Kenya,Arabica,2013/14,50580000.0,Africa,2013
Laos,Robusta,2013/14,32640000.0,Asia,2013
Liberia,Robusta,2013/14,360000.0,Africa,2013
Mexico,Arabica/Robusta,2013/14,234960000.0,North America,2013
Nepal,Arabica,2013/14,60000.0,Asia,2013
Nicaragua,Arabica,2013/14,123600000.0,Central America,2013
Nigeria,Robusta,2013/14,2460000.0,Africa,2013
Panama,Arabica,2013/14,6780000.0,Central America,2013
Sierra Leone,Robusta,2013/14,1920000.0,Africa,2013
Sri Lanka,Robusta/Arabica,2013/14,2220000.0,Asia,2013
Thailand,Robusta/Arabica,2013/14,38280000.0,Asia,2013
Togo,Robusta,2013/14,10320000.0,Africa,2013
Trinidad and Tobago,Robusta,2013/14,720000.0,Central America,2013
Uganda,Robusta/Arabica,2013/14,217980000.0,Africa,2013
Venezuela,Arabica,2013/14,48240000.0,South America,2013
Vietnam,Robusta/Arabica,2013/14,1656600000.0,Asia,2013
Yemen,Arabica,2013/14,11220000.0,Asia,2013
Angola,Robusta/Arabica,2014/15,2340000.0,Africa,2014
Bolivia,Arabica,2014/15,6000000.0,South America,2014
Brazil,Arabica/Robusta,2014/15,3198300000.0,South America,2014
Burundi,Arabica/Robusta,2014/15,14880000.0,Africa,2014
Ecuador,Arabica/Robusta,2014/15,38640000.0,South America,2014
Indonesia,Robusta/Arabica,2014/15,656760000.0,Asia,2014
Madagascar,Robusta,2014/15,30060000.0,Africa,2014
Malawi,Arabica,2014/15,1500000.0,Africa,2014
Papua New Guinea,Arabica/Robusta,2014/15,47880000.0,Oceania,2014
Paraguay,Arabica,2014/15,1200000.0,South America,2014
Peru,Arabica,2014/15,172980000.0,South America,2014
Rwanda,Arabica,2014/15,14280000.0,Africa,2014
East Timor,Arabica,2014/15,6660000.0,Asia,2014
Zimbabwe,Arabica,2014/15,900000.0,Africa,2014
Congo,Robusta,2014/15,180000.0,Africa,2014
Cuba,Arabica,2014/15,6060000.0,Central America,2014
Dominican Republic,Arabica/Robusta,2014/15,23820000.0,Central America,2014
Haiti,Arabica,2014/15,20580000.0,Central America,2014
Philippines,Robusta/Arabica,2014/15,11580000.0,Asia,2014
Tanzania,Arabica/Robusta,2014/15,45180000.0,Africa,2014
Zambia,Arabica,2014/15,180000.0,Africa,2014
Cameroon,Robusta/Arabica,2014/15,28980000.0,Africa,2014
Central African Republic,Robusta,2014/15,3780000.0,Africa,2014
Colombia,Arabica,2014/15,799980000.0,South America,2014
Costa Rica,Arabica,2014/15,88500000.0,Central America,2014
Ivory Coast,Robusta,2014/15,103680000.0,Africa,2014
Congo,Robusta/Arabica,2014/15,20100000.0,Africa,2014
El Salvador,Arabica,2014/15,39900000.0,Central America,2014
Equatorial Guinea,Robusta,2014/15,0.0,Africa,2014
Ethiopia,Arabica,2014/15,382980000.0,Africa,2014
Gabon,Robusta,2014/15,60000.0,Africa,2014
Ghana,Robusta,2014/15,2100000.0,Africa,2014
Guatemala,Arabica/Robusta,2014/15,198600000.0,Central America,2014
Guinea,Robusta,2014/15,9900000.0,Africa,2014
Guyana,Robusta,2014/15,540000.0,South America,2014
Honduras,Arabica,2014/15,316080000.0,Central America,2014
India,Robusta/Arabica,2014/15,327000000.0,Asia,2014
Jamaica,Arabica,2014/15,1260000.0,Central America,2014
Kenya,Arabica,2014/15,46200000.0,Africa,2014
Laos,Robusta,2014/15,33120000.0,Asia,2014
Liberia,Robusta,2014/15,420000.0,Africa,2014
Mexico,Arabica/Robusta,2014/15,218160000.0,North America,2014
Nepal,Arabica,2014/15,120000.0,Asia,2014
Nicaragua,Arabica,2014/15,113880000.0,Central America,2014
Nigeria,Robusta,2014/15,2580000.0,Africa,2014
Panama,Arabica,2014/15,6360000.0,Central America,2014
Sierra Leone,Robusta,2014/15,2760000.0,Africa,2014
Sri Lanka,Robusta/Arabica,2014/15,2160000.0,Asia,2014
Thailand,Robusta/Arabica,2014/15,50700000.0,Asia,2014
Togo,Robusta,2014/15,8580000.0,Africa,2014
Trinidad and Tobago,Robusta,2014/15,720000.0,Central America,2014
Uganda,Robusta/Arabica,2014/15,224640000.0,Africa,2014
Venezuela,Arabica,2014/15,39000000.0,South America,2014
Vietnam,Robusta/Arabica,2014/15,1634460000.0,Asia,2014
Yemen,Arabica,2014/15,10680000.0,Asia,2014
Angola,Robusta/Arabica,2015/16,2460000.0,Africa,2015
Bolivia,Arabica,2015/16,5040000.0,South America,2015
Brazil,Arabica/Robusta,2015/16,3172260000.0,South America,2015
Burundi,Arabica/Robusta,2015/16,16140000.0,Africa,2015
Ecuador,Arabica/Robusta,2015/16,38640000.0,South America,2015
Indonesia,Robusta/Arabica,2015/16,755100000.0,Asia,2015
Madagascar,Robusta,2015/16,24840000.0,Africa,2015
Malawi,Arabica,2015/16,1260000.0,Africa,2015
Papua New Guinea,Arabica/Robusta,2015/16,42720000.0,Oceania,2015
Paraguay,Arabica,2015/16,1200000.0,South America,2015
Peru,Arabica,2015/16,198240000.0,South America,2015
Rwanda,Arabica,2015/16,17580000.0,Africa,2015
