Country,Coffee type,Year,Consumed,Continent,Year_clean
Paraguay,Arabica,2008/09,1200000,South America,2008
Peru,Arabica,2008/09,15000000,South America,2008
Rwanda,Arabica,2008/09,60000,Africa,2008
East Timor,Arabica,2008/09,0,Asia,2008
Zimbabwe,Arabica,2008/09,240000,Africa,2008
Congo,Robusta,2008/09,180000,Africa,2008
Cuba,Arabica,2008/09,13200000,Central America,2008
Dominican Republic,Arabica/Robusta,2008/09,22680000,Central America,2008
Haiti,Arabica,2008/09,20400000,Central America,2008
Philippines,Robusta/Arabica,2008/09,103200000,Asia,2008
Tanzania,Arabica/Robusta,2008/09,2820000,Africa,2008
Zambia,Arabica,2008/09,60000,Africa,2008
Cameroon,Robusta/Arabica,2008/09,4140000,Africa,2008
Central African Republic,Robusta,2008/09,300000,Africa,2008
Colombia,Arabica,2008/09,77430000,South America,2008
Costa Rica,Arabica,2008/09,16071540,Central America,2008
Ivory Coast,Robusta,2008/09,19020000,Africa,2008
Congo,Robusta/Arabica,2008/09,12000000,Africa,2008
El Salvador,Arabica,2008/09,14658000,Central America,2008
Equatorial Guinea,Robusta,2008/09,0,Africa,2008
Ethiopia,Arabica,2008/09,182880000,Africa,2008
Gabon,Robusta,2008/09,16500,Africa,2008
Ghana,Robusta,2008/09,120000,Africa,2008
Guatemala,Arabica/Robusta,2008/09,20100000,Central America,2008
Guinea,Robusta,2008/09,3000000,Africa,2008
Guyana,Robusta,2008/09,508020,South America,2008
Honduras,Arabica,2008/09,16099980,Central America,2008
India,Robusta/Arabica,2008/09,76500000,Asia,2008
Jamaica,Arabica,2008/09,540000,Central America,2008
Kenya,Arabica,2008/09,3000000,Africa,2008
Laos,Robusta,2008/09,9000000,Asia,2008
Liberia,Robusta,2008/09,300000,Africa,2008
Mexico,Arabica/Robusta,2008/09,132000000,North America,2008
Nepal,Arabica,2008/09,0,Asia,2008
Nicaragua,Arabica,2008/09,11648820,Central America,2008
Nigeria,Robusta,2008/09,2400000,Africa,2008
Panama,Arabica,2008/09,4020000,Central America,2008
Sierra Leone,Robusta,2008/09,300000,Africa,2008
Sri Lanka,Robusta/Arabica,2008/09,1800000,Asia,2008
Thailand,Robusta/Arabica,2008/09,36000000,Asia,2008
Togo,Robusta,2008/09,120000,Africa,2008
Trinidad and Tobago,Robusta,2008/09,660000,Central America,2008
Uganda,Robusta/Arabica,2008/09,11100000,Africa,2008
Venezuela,Arabica,2008/09,98955600,South America,2008
Vietnam,Robusta/Arabica,2008/09,61260000,Asia,2008
Yemen,Arabica,2008/09,7800000,Asia,2008
Angola,Robusta/Arabica,2009/10,1800000,Africa,2009
Bolivia,Arabica,2009/10,2760000,South America,2009
Brazil,Arabica/Robusta,2009/10,1103400000,South America,2009
Burundi,Arabica/Robusta,2009/10,83940,Africa,2009
Ecuador,Arabica/Robusta,2009/10,9000000,South America,2009
Indonesia,Robusta/Arabica,2009/10,199980000,Asia,2009
Madagascar,Robusta,2009/10,28020000,Africa,2009
Malawi,Arabica,2009/10,60000,Africa,2009
Papua New Guinea,Arabica/Robusta,2009/10,120000,Oceania,2009
Paraguay,Arabica,2009/10,1200000,South America,2009
Peru,Arabica,2009/10,15000000,South America,2009
Rwanda,Arabica,2009/10,60000,Africa,2009
East Timor,Arabica,2009/10,0,Asia,2009
Zimbabwe,Arabica,2009/10,240000,Africa,2009
Congo,Robusta,2009/10,180000,Africa,2009
Cuba,Arabica,2009/10,13200000,Central America,2009
Dominican Republic,Arabica/Robusta,2009/10,22680000,Central America,2009
Haiti,Arabica,2009/10,20400000,Central America,2009
Philippines,Robusta/Arabica,2009/10,109200000,Asia,2009
Tanzania,Arabica/Robusta,2009/10,2820000,Africa,2009
Zambia,Arabica,2009/10,0,Africa,2009
Cameroon,Robusta/Arabica,2009/10,4140000,Africa,2009
Central African Republic,Robusta,2009/10,499980,Africa,2009
Colombia,Arabica,2009/10,76468740,South America,2009
Costa Rica,Arabica,2009/10,17726460,Central America,2009
Ivory Coast,Robusta,2009/10,19020000,Africa,2009
Congo,Robusta/Arabica,2009/10,12000000,Africa,2009
El Salvador,Arabica,2009/10,16098000,Central America,2009
Equatorial Guinea,Robusta,2009/10,0,Africa,2009
Ethiopia,Arabica,2009/10,186540000,Africa,2009
Gabon,Robusta,2009/10,15000,Africa,2009
Ghana,Robusta,2009/10,120000,Africa,2009
Guatemala,Arabica/Robusta,2009/10,19200000,Central America,2009
Guinea,Robusta,2009/10,3000000,Africa,2009
Guyana,Robusta,2009/10,493980,South America,2009
Honduras,Arabica,2009/10,18400020,Central America,2009
India,Robusta/Arabica,2009/10,79500000,Asia,2009
Jamaica,Arabica,2009/10,540000,Central America,2009
Kenya,Arabica,2009/10,3000000,Africa,2009
Laos,Robusta,2009/10,9000000,Asia,2009
Liberia,Robusta,2009/10,300000,Africa,2009
Mexico,Arabica/Robusta,2009/10,132000000,North America,2009
Nepal,Arabica,2009/10,0,Asia,2009
Nicaragua,Arabica,2009/10,11797320,Central America,2009
Nigeria,Robusta,2009/10,2400000,Africa,2009
Panama,Arabica,2009/10,4020000,Central America,2009
Sierra Leone,Robusta,2009/10,300000,Africa,2009
Sri Lanka,Robusta/Arabica,2009/10,1800000,Asia,2009
Thailand,Robusta/Arabica,2009/10,42000000,Asia,2009
Togo,Robusta,2009/10,120000,Africa,2009
Trinidad and Tobago,Robusta,2009/10,660000,Central America,2009
Uganda,Robusta/Arabica,2009/10,11322000,Africa,2009
Venezuela,Arabica,2009/10,99000000,South America,2009
Vietnam,Robusta/Arabica,2009/10,72480000,Asia,2009
Yemen,Arabica,2009/10,7800000,Asia,2009
Angola,Robusta/Arabica,2010/11,1800000,Africa,2010
Bolivia,Arabica,2010/11,2850000,South America,2010
Brazil,Arabica/Robusta,2010/11,1147920000,South America,2010
Burundi,Arabica/Robusta,2010/11,120000,Africa,2010
Ecuador,Arabica/Robusta,2010/11,9000000,South America,2010
Indonesia,Robusta/Arabica,2010/11,199980000,Asia,2010
Madagascar,Robusta,2010/11,28020000,Africa,2010
Malawi,Arabica,2010/11,60000,Africa,2010
Papua New Guinea,Arabica/Robusta,2010/11,85800,Oceania,2010
Paraguay,Arabica,2010/11,1200000,South America,2010
Peru,Arabica,2010/11,15000000,South America,2010
Rwanda,Arabica,2010/11,60000,Africa,2010
East Timor,Arabica,2010/11,29400,Asia,2010
Zimbabwe,Arabica,2010/11,240000,Africa,2010
Congo,Robusta,2010/11,180000,Africa,2010
Cuba,Arabica,2010/11,13200000,Central America,2010
Dominican Republic,Arabica/Robusta,2010/11,22680000,Central America,2010
Haiti,Arabica,2010/11,20400000,Central America,2010
Philippines,Robusta/Arabica,2010/11,127500000,Asia,2010
Tanzania,Arabica/Robusta,2010/11,2820000,Africa,2010
Zambia,Arabica,2010/11,0,Africa,2010
Cameroon,Robusta/Arabica,2010/11,4099980,Africa,2010
Central African Republic,Robusta,2010/11,600000,Africa,2010
Colombia,Arabica,2010/11,78661440,South America,2010
Costa Rica,Arabica,2010/11,24433260,Central America,2010
Ivory Coast,Robusta,2010/11,19020000,Africa,2010
Congo,Robusta/Arabica,2010/11,12000000,Africa,2010
El Salvador,Arabica,2010/11,16560000,Central America,2010
Equatorial Guinea,Robusta,2010/11,0,Africa,2010
Ethiopia,Arabica,2010/11,190260000,Africa,2010
Gabon,Robusta,2010/11,56820,Africa,2010
Ghana,Robusta,2010/11,120000,Africa,2010
Guatemala,Arabica/Robusta,2010/11,20400000,Central America,2010
Guinea,Robusta,2010/11,3000000,Africa,2010
Guyana,Robusta,2010/11,510000,South America,2010
Honduras,Arabica,2010/11,20100000,Central America,2010
India,Robusta/Arabica,2010/11,79500000,Asia,2010
Jamaica,Arabica,2010/11,540000,Central America,2010
Kenya,Arabica,2010/11,3000000,Africa,2010
Laos,Robusta,2010/11,9000000,Asia,2010
Liberia,Robusta,2010/11,300000,Africa,2010
Mexico,Arabica/Robusta,2010/11,141240000,North America,2010
Nepal,Arabica,2010/11,0,Asia,2010
Nicaragua,Arabica,2010/11,12164700,Central America,2010
Nigeria,Robusta,2010/11,2400000,Africa,2010
Panama,Arabica,2010/11,4020000,Central America,2010
Sierra Leone,Robusta,2010/11,300000,Africa,2010
Sri Lanka,Robusta/Arabica,2010/11,2100000,Asia,2010
Thailand,Robusta/Arabica,2010/11,46500000,Asia,2010
Togo,Robusta,2010/11,120000,Africa,2010
Trinidad and Tobago,Robusta,2010/11,600000,Central America,2010
Uganda,Robusta/Arabica,2010/11,12240000,Africa,2010
Venezuela,Arabica,2010/11,99000000,South America,2010
Vietnam,Robusta/Arabica,2010/11,94980000,Asia,2010
Yemen,Arabica,2010/11,7800000,Asia,2010
Angola,Robusta/Arabica,2011/12,1800000,Africa,2011
Bolivia,Arabica,2011/12,2940000,South America,2011
Brazil,Arabica/Robusta,2011/12,1183200000,South America,2011
Burundi,Arabica/Robusta,2011/12,120000,Africa,2011
Ecuador,Arabica/Robusta,2011/12,9000000,South America,2011
Indonesia,Robusta/Arabica,2011/12,220020000,Asia,2011
Madagascar,Robusta,2011/12,27000000,Africa,2011
Malawi,Arabica,2011/12,60000,Africa,2011
Papua New Guinea,Arabica/Robusta,2011/12,74160,Oceania,2011
Paraguay,Arabica,2011/12,1200000,South America,2011
Peru,Arabica,2011/12,15000000,South America,2011
Rwanda,Arabica,2011/12,60000,Africa,2011
East Timor,Arabica,2011/12,29400,Asia,2011
Zimbabwe,Arabica,2011/12,240000,Africa,2011
Congo,Robusta,2011/12,180000,Africa,2011
Cuba,Arabica,2011/12,13200000,Central America,2011
Dominican Republic,Arabica/Robusta,2011/12,22680000,Central America,2011
Haiti,Arabica,2011/12,20400000,Central America,2011
Philippines,Robusta/Arabica,2011/12,130500000,Asia,2011
Tanzania,Arabica/Robusta,2011/12,3537000,Africa,2011
Zambia,Arabica,2011/12,0,Africa,2011
Cameroon,Robusta/Arabica,2011/12,4201020,Africa,2011
Central African Republic,Robusta,2011/12,799980,Africa,2011
Colombia,Arabica,2011/12,86103900,South America,2011
Costa Rica,Arabica,2011/12,22853280,Central America,2011
Ivory Coast,Robusta,2011/12,19020000,Africa,2011
Congo,Robusta/Arabica,2011/12,12000000,Africa,2011
El Salvador,Arabica,2011/12,16404000,Central America,2011
Equatorial Guinea,Robusta,2011/12,0,Africa,2011
Ethiopia,Arabica,2011/12,194100000,Africa,2011
Gabon,Robusta,2011/12,61920,Africa,2011
Ghana,Robusta,2011/12,120000,Africa,2011
Guatemala,Arabica/Robusta,2011/12,21000000,Central America,2011
Guinea,Robusta,2011/12,3000000,Africa,2011
Guyana,Robusta,2011/12,516000,South America,2011
Honduras,Arabica,2011/12,20400000,Central America,2011
India,Robusta/Arabica,2011/12,79500000,Asia,2011
Jamaica,Arabica,2011/12,540000,Central America,2011
Kenya,Arabica,2011/12,3000000,Africa,2011
Laos,Robusta,2011/12,9000000,Asia,2011
Liberia,Robusta,2011/12,300000,Africa,2011
Mexico,Arabica/Robusta,2011/12,141240000,North America,2011
Nepal,Arabica,2011/12,0,Asia,2011
Nicaragua,Arabica,2011/12,12315660,Central America,2011
Nigeria,Robusta,2011/12,2400000,Africa,2011
Panama,Arabica,2011/12,4020000,Central America,2011
Sierra Leone,Robusta,2011/12,300000,Africa,2011
Sri Lanka,Robusta/Arabica,2011/12,2100000,Asia,2011
Thailand,Robusta/Arabica,2011/12,66000000,Asia,2011
Togo,Robusta,2011/12,12600,Africa,2011
Trinidad and Tobago,Robusta,2011/12,600000,Central America,2011
Uganda,Robusta/Arabica,2011/12,12600000,Africa,2011
Venezuela,Arabica,2011/12,99000000,South America,2011
Vietnam,Robusta/Arabica,2011/12,99000000,Asia,2011
Yemen,Arabica,2011/12,7800000,Asia,2011
Angola,Robusta/Arabica,2012/13,1800000,Africa,2012
Bolivia,Arabica,2012/13,3030000,South America,2012
Brazil,Arabica/Robusta,2012/13,1219800000,South America,2012
Burundi,Arabica/Robusta,2012/13,120000,Africa,2012
Ecuador,Arabica/Robusta,2012/13,9000000,South America,2012
Indonesia,Robusta/Arabica,2012/13,234000000,Asia,2012
Madagascar,Robusta,2012/13,25800000,Africa,2012
Malawi,Arabica,2012/13,60000,Africa,2012
Papua New Guinea,Arabica/Robusta,2012/13,102660,Oceania,2012
Paraguay,Arabica,2012/13,1200000,South America,2012
Peru,Arabica,2012/13,15000000,South America,2012
Rwanda,Arabica,2012/13,60000,Africa,2012
East Timor,Arabica,2012/13,29400,Asia,2012
Zimbabwe,Arabica,2012/13,240000,Africa,2012
Congo,Robusta,2012/13,180000,Africa,2012
Cuba,Arabica,2012/13,13200000,Central America,2012
Dominican Republic,Arabica/Robusta,2012/13,22680000,Central America,2012
Haiti,Arabica,2012/13,20400000,Central America,2012
Philippines,Robusta/Arabica,2012/13,139500000,Asia,2012
Tanzania,Arabica/Robusta,2012/13,4302000,Africa,2012
Zambia,Arabica,2012/13,0,Africa,2012
Cameroon,Robusta/Arabica,2012/13,4303980,Africa,2012
Central African Republic,Robusta,2012/13,1000020,Africa,2012
Colombia,Arabica,2012/13,90854520,South America,2012
Costa Rica,Arabica,2012/13,25385820,Central America,2012
Ivory Coast,Robusta,2012/13,19020000,Africa,2012
Congo,Robusta/Arabica,2012/13,12000000,Africa,2012
El Salvador,Arabica,2012/13,16596000,Central America,2012
Equatorial Guinea,Robusta,2012/13,0,Africa,2012
Ethiopia,Arabica,2012/13,197940000,Africa,2012
Gabon,Robusta,2012/13,58020,Africa,2012
Ghana,Robusta,2012/13,120000,Africa,2012
Guatemala,Arabica/Robusta,2012/13,21600000,Central America,2012
Guinea,Robusta,2012/13,3000000,Africa,2012
Guyana,Robusta,2012/13,522000,South America,2012
Honduras,Arabica,2012/13,20700000,Central America,2012
India,Robusta/Arabica,2012/13,82500000,Asia,2012
Jamaica,Arabica,2012/13,540000,Central America,2012
Kenya,Arabica,2012/13,3000000,Africa,2012
Laos,Robusta,2012/13,9000000,Asia,2012
Liberia,Robusta,2012/13,300000,Africa,2012
Mexico,Arabica/Robusta,2012/13,141240000,North America,2012
Nepal,Arabica,2012/13,0,Asia,2012
Nicaragua,Arabica,2012/13,12471840,Central America,2012
Nigeria,Robusta,2012/13,2400000,Africa,2012
Panama,Arabica,2012/13,4020000,Central America,2012
Sierra Leone,Robusta,2012/13,300000,Africa,2012
Sri Lanka,Robusta/Arabica,2012/13,2100000,Asia,2012
Thailand,Robusta/Arabica,2012/13,67800000,Asia,2012
Togo,Robusta,2012/13,14520,Africa,2012
Trinidad and Tobago,Robusta,2012/13,600000,Central America,2012
Uganda,Robusta/Arabica,2012/13,12960000,Africa,2012
Venezuela,Arabica,2012/13,99000000,South America,2012
Vietnam,Robusta/Arabica,2012/13,109500000,Asia,2012
Yemen,Arabica,2012/13,7800000,Asia,2012
Angola,Robusta/Arabica,2013/14,1800000,Africa,2013
Bolivia,Arabica,2013/14,3120000,South America,2013
Brazil,Arabica/Robusta,2013/14,1205100000,South America,2013
Burundi,Arabica/Robusta,2013/14,120000,Africa,2013
Ecuador,Arabica/Robusta,2013/14,9300000,South America,2013
Indonesia,Robusta/Arabica,2013/14,255000000,Asia,2013
Madagascar,Robusta,2013/14,24600000,Africa,2013
Malawi,Arabica,2013/14,60000,Africa,2013
Papua New Guinea,Arabica/Robusta,2013/14,122340,Oceania,2013
Paraguay,Arabica,2013/14,1200000,South America,2013
Peru,Arabica,2013/14,15000000,South America,2013
Rwanda,Arabica,2013/14,60000,Africa,2013
East Timor,Arabica,2013/14,29400,Asia,2013
Zimbabwe,Arabica,2013/14,240000,Africa,2013
Congo,Robusta,2013/14,180000,Africa,2013
Cuba,Arabica,2013/14,13200000,Central America,2013
Dominican Republic,Arabica/Robusta,2013/14,22999980,Central America,2013
Haiti,Arabica,2013/14,20400000,Central America,2013
Philippines,Robusta/Arabica,2013/14,153000000,Asia,2013
Tanzania,Arabica/Robusta,2013/14,4408020,Africa,2013
Zambia,Arabica,2013/14,0,Africa,2013
Cameroon,Robusta/Arabica,2013/14,4408980,Africa,2013
Central African Republic,Robusta,2013/14,1200000,Africa,2013
Colombia,Arabica,2013/14,97021200,South America,2013
Costa Rica,Arabica,2013/14,20103600,Central America,2013
Ivory Coast,Robusta,2013/14,19020000,Africa,2013
Congo,Robusta/Arabica,2013/14,12000000,Africa,2013
El Salvador,Arabica,2013/14,16500000,Central America,2013
Equatorial Guinea,Robusta,2013/14,0,Africa,2013
Ethiopia,Arabica,2013/14,201900000,Africa,2013
Gabon,Robusta,2013/14,34980,Africa,2013
Ghana,Robusta,2013/14,120000,Africa,2013
Guatemala,Arabica/Robusta,2013/14,22200000,Central America,2013
Guinea,Robusta,2013/14,3000000,Africa,2013
Guyana,Robusta,2013/14,528000,South America,2013
Honduras,Arabica,2013/14,21000000,Central America,2013
India,Robusta/Arabica,2013/14,84000000,Asia,2013
Jamaica,Arabica,2013/14,540000,Central America,2013
Kenya,Arabica,2013/14,3300000,Africa,2013
Laos,Robusta,2013/14,9000000,Asia,2013
Liberia,Robusta,2013/14,300000,Africa,2013
Mexico,Arabica/Robusta,2013/14,139260000,North America,2013
Nepal,Arabica,2013/14,0,Asia,2013
Nicaragua,Arabica,2013/14,12573660,Central America,2013
Nigeria,Robusta,2013/14,2400000,Africa,2013
Panama,Arabica,2013/14,4020000,Central America,2013
Sierra Leone,Robusta,2013/14,300000,Africa,2013
Sri Lanka,Robusta/Arabica,2013/14,2100000,Asia,2013
Thailand,Robusta/Arabica,2013/14,72000000,Asia,2013
Togo,Robusta,2013/14,14280,Africa,2013
Trinidad and Tobago,Robusta,2013/14,600000,Central America,2013
Uganda,Robusta/Arabica,2013/14,13248000,Africa,2013
Venezuela,Arabica,2013/14,99000000,South America,2013
Vietnam,Robusta/Arabica,2013/14,120000000,Asia,2013
Yemen,Arabica,2013/14,7800000,Asia,2013
Angola,Robusta/Arabica,2014/15,1800000,Africa,2014
Bolivia,Arabica,2014/15,3210000,South America,2014
Brazil,Arabica/Robusta,2014/15,1219980000,South America,2014
Burundi,Arabica/Robusta,2014/15,120000,Africa,2014
Ecuador,Arabica/Robusta,2014/15,9300000,South America,2014
Indonesia,Robusta/Arabica,2014/15,265020000,Asia,2014
Madagascar,Robusta,2014/15,23400000,Africa,2014
Malawi,Arabica,2014/15,60000,Africa,2014
Papua New Guinea,Arabica/Robusta,2014/15,115440,Oceania,2014
Paraguay,Arabica,2014/15,1200000,South America,2014
Peru,Arabica,2014/15,15000000,South America,2014
Rwanda,Arabica,2014/15,60000,Africa,2014
East Timor,Arabica,2014/15,29400,Asia,2014
Zimbabwe,Arabica,2014/15,240000,Africa,2014
Congo,Robusta,2014/15,180000,Africa,2014
Cuba,Arabica,2014/15,13200000,Central America,2014
Dominican Republic,Arabica/Robusta,2014/15,23280000,Central America,2014
Haiti,Arabica,2014/15,20400000,Central America,2014
Philippines,Robusta/Arabica,2014/15,168000000,Asia,2014
Tanzania,Arabica/Robusta,2014/15,4603020,Africa,2014
Zambia,Arabica,2014/15,0,Africa,2014
Cameroon,Robusta/Arabica,2014/15,4519020,Africa,2014
Central African Republic,Robusta,2014/15,1200000,Africa,2014
Colombia,Arabica,2014/15,99927060,South America,2014
Costa Rica,Arabica,2014/15,22844520,Central America,2014
Ivory Coast,Robusta,2014/15,19020000,Africa,2014
Congo,Robusta/Arabica,2014/15,12000000,Africa,2014
El Salvador,Arabica,2014/15,16800000,Central America,2014
Equatorial Guinea,Robusta,2014/15,0,Africa,2014
Ethiopia,Arabica,2014/15,205980000,Africa,2014
Gabon,Robusta,2014/15,31020,Africa,2014
Ghana,Robusta,2014/15,120000,Africa,2014
Guatemala,Arabica/Robusta,2014/15,22800000,Central America,2014
Guinea,Robusta,2014/15,3000000,Africa,2014
Guyana,Robusta,2014/15,534000,South America,2014
Honduras,Arabica,2014/15,21300000,Central America,2014
India,Robusta/Arabica,2014/15,85800000,Asia,2014
Jamaica,Arabica,2014/15,540000,Central America,2014
Kenya,Arabica,2014/15,3300000,Africa,2014
Laos,Robusta,2014/15,9000000,Asia,2014
Liberia,Robusta,2014/15,300000,Africa,2014
Mexico,Arabica/Robusta,2014/15,140820000,North America,2014
Nepal,Arabica,2014/15,0,Asia,2014
Nicaragua,Arabica,2014/15,12704520,Central America,2014
Nigeria,Robusta,2014/15,2400000,Africa,2014
Panama,Arabica,2014/15,4020000,Central America,2014
Sierra Leone,Robusta,2014/15,300000,Africa,2014
Sri Lanka,Robusta/Arabica,2014/15,2100000,Asia,2014
Thailand,Robusta/Arabica,2014/15,75000000,Asia,2014
Togo,Robusta,2014/15,11700,Africa,2014
Trinidad and Tobago,Robusta,2014/15,600000,Central America,2014
Uganda,Robusta/Arabica,2014/15,13752000,Africa,2014
Venezuela,Arabica,2014/15,99000000,South America,2014
Vietnam,Robusta/Arabica,2014/15,132000000,Asia,2014
Yemen,Arabica,2014/15,7500000,Asia,2014
Angola,Robusta/Arabica,2015/16,1800000,Africa,2015
Bolivia,Arabica,2015/16,3300000,South America,2015
Brazil,Arabica/Robusta,2015/16,1230480000,South America,2015
Burundi,Arabica/Robusta,2015/16,120000,Africa,2015
Ecuador,Arabica/Robusta,2015/16,9300000,South America,2015
Indonesia,Robusta/Arabica,2015/16,273000000,Asia,2015
Madagascar,Robusta,2015/16,22200000,Africa,2015
Malawi,Arabica,2015/16,60000,Africa,2015
Papua New Guinea,Arabica/Robusta,2015/16,108000,Oceania,2015
Paraguay,Arabica,2015/16,1200000,South America,2015
Peru,Arabica,2015/16,15000000,South America,2015
Rwanda,Arabica,2015/16,60000,Africa,2015
East Timor,Arabica,2015/16,29400,Asia,2015
Zimbabwe,Arabica,2015/16,240000,Africa,2015
Congo,Robusta,2015/16,180000,Africa,2015
Cuba,Arabica,2015/16,13200000,Central America,2015
Dominican Republic,Arabica/Robusta,2015/16,23280000,Central America,2015
Haiti,Arabica,2015/16,20400000,Central America,2015
Philippines,Robusta/Arabica,2015/16,180000000,Asia,2015
Tanzania,Arabica/Robusta,2015/16,5523000,Africa,2015
Zambia,Arabica,2015/16,0,Africa,2015
Cameroon,Robusta/Arabica,2015/16,4560000,Africa,2015
Central African Republic,Robusta,2015/16,1200000,Africa,2015
Colombia,Arabica,2015/16,103222380,South America,2015
Costa Rica,Arabica,2015/16,26929260,Central America,2015
Ivory Coast,Robusta,2015/16,19020000,Africa,2015
Congo,Robusta/Arabica,2015/16,12000000,Africa,2015
El Salvador,Arabica,2015/16,17100000,Central America,2015
Equatorial Guinea,Robusta,2015/16,0,Africa,2015
Ethiopia,Arabica,2015/16,210060000,Africa,2015
Gabon,Robusta,2015/16,30000,Africa,2015
Ghana,Robusta,2015/16,120000,Africa,2015
Guatemala,Arabica/Robusta,2015/16,23400000,Central America,2015
Guinea,Robusta,2015/16,3000000,Africa,2015
Guyana,Robusta,2015/16,540000,South America,2015
Honduras,Arabica,2015/16,21900000,Central America,2015
India,Robusta/Arabica,2015/16,87000000,Asia,2015
Jamaica,Arabica,2015/16,540000,Central America,2015
Kenya,Arabica,2015/16,3600000,Africa,2015
Laos,Robusta,2015/16,9000000,Asia,2015
Liberia,Robusta,2015/16,300000,Africa,2015
Mexico,Arabica/Robusta,2015/16,139740000,North America,2015
Nepal,Arabica,2015/16,0,Asia,2015
Nicaragua,Arabica,2015/16,12836760,Central America,2015
Nigeria,Robusta,2015/16,2400000,Africa,2015
Panama,Arabica,2015/16,4020000,Central America,2015
Sierra Leone,Robusta,2015/16,300000,Africa,2015
Sri Lanka,Robusta/Arabica,2015/16,2100000,Asia,2015
Thailand,Robusta/Arabica,2015/16,78000000,Asia,2015
Togo,Robusta,2015/16,13200,Africa,2015
Trinidad and Tobago,Robusta,2015/16,600000,Central America,2015
Uganda,Robusta/Arabica,2015/16,14040000,Africa,2015
Venezuela,Arabica,2015/16,99000000,South America,2015
Vietnam,Robusta/Arabica,2015/16,138000000,Asia,2015
Yemen,Arabica,2015/16,6900000,Asia,2015
Angola,Robusta/Arabica,2016/17,1800000,Africa,2016
Bolivia,Arabica,2016/17,3420000,South America,2016
Brazil,Arabica/Robusta,2016/17,1273500000,South America,2016
Burundi,Arabica/Robusta,2016/17,120000,Africa,2016
Ecuador,Arabica/Robusta,2016/17,9300000,South America,2016
Indonesia,Robusta/Arabica,2016/17,279000000,Asia,2016
Madagascar,Robusta,2016/17,21600000,Africa,2016
Malawi,Arabica,2016/17,60000,Africa,2016
Papua New Guinea,Arabica/Robusta,2016/17,120000,Oceania,2016
Paraguay,Arabica,2016/17,1200000,South America,2016
Peru,Arabica,2016/17,15000000,South America,2016
Rwanda,Arabica,2016/17,60000,Africa,2016
East Timor,Arabica,2016/17,29400,Asia,2016
Zimbabwe,Arabica,2016/17,240000,Africa,2016
Congo,Robusta,2016/17,180000,Africa,2016
Cuba,Arabica,2016/17,13200000,Central America,2016
Dominican Republic,Arabica/Robusta,2016/17,23400000,Central America,2016
Haiti,Arabica,2016/17,20400000,Central America,2016
Philippines,Robusta/Arabica,2016/17,181800000,Asia,2016
Tanzania,Arabica/Robusta,2016/17,5478000,Africa,2016
Zambia,Arabica,2016/17,0,Africa,2016
Cameroon,Robusta/Arabica,2016/17,4620000,Africa,2016
Central African Republic,Robusta,2016/17,1200000,Africa,2016
Colombia,Arabica,2016/17,104186484,South America,2016
Costa Rica,Arabica,2016/17,19767420,Central America,2016
Ivory Coast,Robusta,2016/17,19020000,Africa,2016
Congo,Robusta/Arabica,2016/17,12000000,Africa,2016
El Salvador,Arabica,2016/17,17520000,Central America,2016
Equatorial Guinea,Robusta,2016/17,0,Africa,2016
Ethiopia,Arabica,2016/17,214260000,Africa,2016
Gabon,Robusta,2016/17,30000,Africa,2016
Ghana,Robusta,2016/17,120000,Africa,2016
Guatemala,Arabica/Robusta,2016/17,23400000,Central America,2016
Guinea,Robusta,2016/17,3000000,Africa,2016
Guyana,Robusta,2016/17,540000,South America,2016
Honduras,Arabica,2016/17,22200000,Central America,2016
India,Robusta/Arabica,2016/17,86400000,Asia,2016
Jamaica,Arabica,2016/17,540000,Central America,2016
Kenya,Arabica,2016/17,3600000,Africa,2016
Laos,Robusta,2016/17,9000000,Asia,2016
Liberia,Robusta,2016/17,300000,Africa,2016
Mexico,Arabica/Robusta,2016/17,141600000,North America,2016
Nepal,Arabica,2016/17,0,Asia,2016
Nicaragua,Arabica,2016/17,13003680,Central America,2016
Nigeria,Robusta,2016/17,2400000,Africa,2016
Panama,Arabica,2016/17,4020000,Central America,2016
Sierra Leone,Robusta,2016/17,300000,Africa,2016
Sri Lanka,Robusta/Arabica,2016/17,2100000,Asia,2016
Thailand,Robusta/Arabica,2016/17,81000000,Asia,2016
Togo,Robusta,2016/17,15240,Africa,2016
Trinidad and Tobago,Robusta,2016/17,600000,Central America,2016
Uganda,Robusta/Arabica,2016/17,14400000,Africa,2016
Venezuela,Arabica,2016/17,99000000,South America,2016
Vietnam,Robusta/Arabica,2016/17,144000000,Asia,2016
Yemen,Arabica,2016/17,6000000,Asia,2016
Angola,Robusta/Arabica,2017/18,1800000,Africa,2017
Bolivia,Arabica,2017/18,3510000,South America,2017
Brazil,Arabica/Robusta,2017/18,1319820000,South America,2017
Burundi,Arabica/Robusta,2017/18,120000,Africa,2017
Ecuador,Arabica/Robusta,2017/18,9300000,South America,2017
Indonesia,Robusta/Arabica,2017/18,285000000,Asia,2017
Madagascar,Robusta,2017/18,21900000,Africa,2017
Malawi,Arabica,2017/18,60000,Africa,2017
Papua New Guinea,Arabica/Robusta,2017/18,120000,Oceania,2017
Paraguay,Arabica,2017/18,1200000,South America,2017
Peru,Arabica,2017/18,15000000,South America,2017
Rwanda,Arabica,2017/18,60000,Africa,2017
East Timor,Arabica,2017/18,29400,Asia,2017
Zimbabwe,Arabica,2017/18,240000,Africa,2017
Congo,Robusta,2017/18,180000,Africa,2017
